,2026-03-31,2025-03-31,2024-03-31,2023-03-31
Operating Cash Flow,2239000000.0,2005000000.0,1747000000.0,1717000000.0
Capital Expenditure,-726000000.0,-651000000.0,-640000000.0,-627000000.0
Depreciation And Amortization,876000000.0,758000000.0,714000000.0,674000000.0
Free Cash Flow,1513000000.0,1354000000.0,1107000000.0,1090000000.0
Stock Based Compensation,138000000.0,127000000.0,132000000.0,129000000.0
