,2026-03-31,2025-03-31,2024-03-31,2023-03-31
Cash And Cash Equivalents,1085607000.0,1088175000.0,1109446000.0,1421749000.0
Total Debt,2275233000.0,2280013000.0,2305901000.0,2601161000.0
Current Debt,231726000.0,116825000.0,368743000.0,320856000.0
Long Term Debt,1653726000.0,1849217000.0,1574775000.0,1933759000.0
Total Assets,8269869000.0,9257629000.0,9483219000.0,9840776000.0
Total Liabilities Net Minority Interest,5906274000.0,6089333000.0,6300187000.0,6782466000.0
Total Equity Gross Minority Interest,2363595000.0,3168296000.0,3183032000.0,3058310000.0
