,2026-03-31,2025-03-31,2024-03-31,2023-03-31
Operating Cash Flow,480600000.0,492400000.0,385000000.0,258000000.0
Capital Expenditure,-71000000.0,-59400000.0,-51600000.0,-45900000.0
Depreciation And Amortization,131000000.0,120300000.0,105600000.0,101600000.0
Free Cash Flow,409600000.0,433000000.0,333400000.0,212100000.0
Stock Based Compensation,17200000.0,21900000.0,16900000.0,12900000.0
