,2026-03-31,2025-03-31,2024-03-31,2023-03-31
Cash And Cash Equivalents,18200000.0,15300000.0,18700000.0,16600000.0
Total Debt,211000000.0,3500000.0,34600000.0,68700000.0
Current Debt,5000000.0,1000000.0,2100000.0,4100000.0
Long Term Debt,163400000.0,0.0,27700000.0,57500000.0
Total Assets,685300000.0,639600000.0,658000000.0,662700000.0
Total Liabilities Net Minority Interest,278200000.0,70200000.0,105700000.0,135400000.0
Total Equity Gross Minority Interest,407100000.0,569400000.0,552300000.0,527300000.0
