,2026-03-31,2025-03-31,2024-03-31,2023-03-31
Cash And Cash Equivalents,115172000.0,33189000.0,86770000.0,78451000.0
Total Debt,142210000.0,105486000.0,98770000.0,100419000.0
Current Debt,8119000.0,265000.0,16435000.0,12270000.0
Long Term Debt,130526000.0,102043000.0,77500000.0,82670000.0
Total Assets,503812000.0,508349000.0,519110000.0,479989000.0
Total Liabilities Net Minority Interest,427979000.0,411028000.0,397950000.0,368275000.0
Total Equity Gross Minority Interest,75833000.0,97321000.0,121160000.0,111714000.0
