,2026-03-31,2025-03-31,2024-03-31,2023-03-31
Cash And Cash Equivalents,106900000.0,94100000.0,97800000.0,112700000.0
Total Debt,44500000.0,40900000.0,47400000.0,43900000.0
Current Debt,12700000.0,9200000.0,13100000.0,11600000.0
Long Term Debt,200000.0,500000.0,900000.0,900000.0
Total Assets,552100000.0,604800000.0,606300000.0,572000000.0
Total Liabilities Net Minority Interest,211900000.0,228700000.0,240600000.0,228000000.0
Total Equity Gross Minority Interest,340200000.0,376100000.0,365700000.0,344000000.0
